# FIDO FCB — living document; derived reference, not authority; code and gated theorems are sole implementation authority.
# LAT-X004 is closed by the option-(ii) rounding-invariant-domain policy.
# Canonical live location: .review/fcb/current/ in the exact Git ref used for the task; project libraries contain bootstrap shims only.
# Regenerate, verify, and commit affected FCB files in Git after checkpoint acceptance or an accepted amendment.
# Candidate rows LAT-001.. are mechanically extracted from the frozen manifest. LAT-X rows are required supplemental observable-latitude rows whose governing sentences do not contain an extraction trigger.
latitude_id	source	anchor	matched_terms	sentence	disposition	owner_row	contract	justification	acceptance_observation	fido_elaboration_obligation	implementation_status	implementing_checkpoint	decision_status	rob_choice	rob_countersign
LAT-076	Go spec	Satisfying_a_type_constraint	may	Because of the exception in the constraint satisfaction rule, comparing operands of type parameter type may panic at run-time (even though comparable type parameters are always strictly comparable).	NOT-LATITUDE	SPEC-057	§25.4 SC-03-BINDINGS-DECLARATIONS-BLANK; §25.5 SC-04-TYPES-PROPERTIES-GENERICS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-077	Go spec	Variable_declarations	may, implementation restriction	Implementation restriction: A compiler may make it illegal to declare a variable inside a function body if the variable is never used.	ACCEPTANCE-ALIGNMENT	SPEC-058	§25.23 SC-22-ACCEPTANCE-ALIGNMENT; §25.4 SC-03-BINDINGS-DECLARATIONS-BLANK	The pinned compiler rejects a function-local variable that is declared and never used; Fido acceptance must reject the same source before runtime state exists.	fixture lat077_unused_local_reject (status 1)	Reject each unused local variable with diagnostic FIDO-E-UNUSED-LOCAL while preserving blank-identifier uses as non-bindings.	PENDING-IMPLEMENTATION	C6	DISPOSITIONED		
LAT-078	Go spec	Short_variable_declarations	may, at least	Unlike regular variable declarations, a short variable declaration may redeclare variables provided they were originally declared earlier in the same block (or the parameter lists if the block is the function body) with the same type, and at least one of the non-blank variables is new.	NOT-LATITUDE	SPEC-059	§25.4 SC-03-BINDINGS-DECLARATIONS-BLANK	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.					DISPOSITIONED		
LAT-079	Go spec	Short_variable_declarations	may	Short variable declarations may appear only inside functions.	NOT-LATITUDE	SPEC-059	§25.4 SC-03-BINDINGS-DECLARATIONS-BLANK	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-080	Go spec	Function_declarations	may	A function declaration without type parameters may omit the body.	NOT-LATITUDE	SPEC-060	§25.4 SC-03-BINDINGS-DECLARATIONS-BLANK; §25.8 SC-07-FUNCTIONS-CLOSURES-MULTIRESULT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-081	Go spec	Method_declarations	may	If the receiver's value is not referenced inside the body of the method, its identifier may be omitted in the declaration.	NOT-LATITUDE	SPEC-061	§25.4 SC-03-BINDINGS-DECLARATIONS-BLANK; §25.8 SC-07-FUNCTIONS-CLOSURES-MULTIRESULT	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-082	Go spec	Operands	may	An operand may be a literal, a (possibly qualified) non-blank identifier denoting a constant, variable, or function, or a parenthesized expression.	NOT-LATITUDE	SPEC-063	§25.6 SC-05-EXPR-FACT-USE-EVAL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-083	Go spec	Operands	may	An operand name denoting a generic function may be followed by a list of type arguments; the resulting operand is an instantiated function.	NOT-LATITUDE	SPEC-063	§25.6 SC-05-EXPR-FACT-USE-EVAL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-084	Go spec	Operands	may	The blank identifier may appear as an operand only on the left-hand side of an assignment statement.	NOT-LATITUDE	SPEC-063	§25.6 SC-05-EXPR-FACT-USE-EVAL	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-085	Go spec	Operands	implementation restriction	Implementation restriction: A compiler need not report an error if an operand's type is a type parameter with an empty type set.	ACCEPTANCE-ALIGNMENT	SPEC-063	§25.23 SC-22-ACCEPTANCE-ALIGNMENT; §25.6 SC-05-EXPR-FACT-USE-EVAL; §25.14 SC-13-INTERFACE-GENERIC-CLOSURE	The pinned compiler reports an invalid operand when the operand type parameter has an empty type set; Fido must not accept an expression fact that lacks an admissible operator case.	fixture lat085_empty_type_set_operand_reject (status 1)	Reject operators over an empty type set with diagnostic FIDO-E-EMPTY-TYPE-SET-OPERAND.	PENDING-IMPLEMENTATION	C13	DISPOSITIONED		
LAT-086	Go spec	Composite_literals	may	Each element may optionally be preceded by a corresponding key.	NOT-LATITUDE	SPEC-065	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-087	Go spec	Composite_literals	may	A literal may omit the element list; such a literal evaluates to the zero value for its type.	NOT-LATITUDE	SPEC-065	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-088	Go spec	Composite_literals	may	one may write	NOT-LATITUDE	SPEC-065	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS	This is explanatory or example wording; it grants no alternate semantics.					DISPOSITIONED		
LAT-089	Go spec	Composite_literals	may	Within a composite literal of array, slice, or map type T, elements or map keys that are themselves composite literals may elide the respective literal type if it is identical to the element or key type of T.	NOT-LATITUDE	SPEC-065	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-090	Go spec	Composite_literals	may	Similarly, elements or keys that are addresses of composite literals may elide the &T when the element or key type is *T.	NOT-LATITUDE	SPEC-065	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-091	Go spec	Function_literals	may	Function literals are closures: they may refer to variables defined in a surrounding function.	NOT-LATITUDE	SPEC-066	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.8 SC-07-FUNCTIONS-CLOSURES-MULTIRESULT	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-092	Go spec	Selectors	may	A selector f may denote a field or method f of a type T, or it may refer to a field or method f of a nested embedded field of T.	NOT-LATITUDE	SPEC-068	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.14 SC-13-INTERFACE-GENERIC-CLOSURE	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-093	Go spec	Selectors	may	one may write:	NOT-LATITUDE	SPEC-068	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.14 SC-13-INTERFACE-GENERIC-CLOSURE	This is explanatory or example wording; it grants no alternate semantics.					DISPOSITIONED		
LAT-094	Go spec	Method_expressions	may	That function may be called normally with an explicit receiver, so these five invocations are equivalent:	NOT-LATITUDE	SPEC-069	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.14 SC-13-INTERFACE-GENERIC-CLOSURE	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-095	Go spec	Method_values	may	The expression x is evaluated and saved during the evaluation of the method value; the saved copy is then used as the receiver in any calls, which may be executed later.	NOT-LATITUDE	SPEC-070	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.14 SC-13-INTERFACE-GENERIC-CLOSURE	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-096	Go spec	Method_values	may	The type T may be an interface or non-interface type.	NOT-LATITUDE	SPEC-070	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.14 SC-13-INTERFACE-GENERIC-CLOSURE	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-097	Go spec	Index_expressions	may	a[x] may not be assigned to	NOT-LATITUDE	SPEC-071	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS	This is a source-validity prohibition or placement restriction, not implementation latitude.					DISPOSITIONED		
LAT-098	Go spec	Index_expressions	may	a[x] may not be assigned to if P's type set includes string types.	NOT-LATITUDE	SPEC-071	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS	This is a source-validity prohibition or placement restriction, not implementation latitude.					DISPOSITIONED		
LAT-099	Go spec	Simple_slice_expressions	may	For convenience, any of the indices may be omitted.	NOT-LATITUDE	SPEC-073	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-100	Go spec	Full_slice_expressions	may	Only the first index may be omitted; it defaults to 0.	NOT-LATITUDE	SPEC-074	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-101	Go spec	Calls	at least	The call of f must contain no parameters other than the call of g, and g must have at least one return value.	NOT-LATITUDE	SPEC-076	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.8 SC-07-FUNCTIONS-CLOSURES-MULTIRESULT	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.					DISPOSITIONED		
LAT-102	Go spec	Passing_arguments_to_..._parameters	may	The length and capacity of the slice is therefore the number of arguments bound to p and may differ for each call site.	NOT-LATITUDE	SPEC-077	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.8 SC-07-FUNCTIONS-CLOSURES-MULTIRESULT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-103	Go spec	Instantiations	may	When using a generic function, type arguments may be provided explicitly, or they may be partially or completely inferred from the context in which the function is used.	NOT-LATITUDE	SPEC-078	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.5 SC-04-TYPES-PROPERTIES-GENERICS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-104	Go spec	Instantiations	may	Provided that they can be inferred, type argument lists may be omitted entirely if the function is:	NOT-LATITUDE	SPEC-078	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.5 SC-04-TYPES-PROPERTIES-GENERICS	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-105	Go spec	Instantiations	at least	A partial type argument list cannot be empty; at least the first argument must be present.	NOT-LATITUDE	SPEC-078	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.5 SC-04-TYPES-PROPERTIES-GENERICS	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.					DISPOSITIONED		
LAT-106	Go spec	Instantiations	may	"Loosely speaking, type arguments may be omitted from ""right to left""."	NOT-LATITUDE	SPEC-078	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.5 SC-04-TYPES-PROPERTIES-GENERICS	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-107	Go spec	Type_inference	may	A use of a generic function may omit some or all type arguments if they can be inferred from the context within which the function is used, including the constraints of the function's type parameters.	NOT-LATITUDE	SPEC-079	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.5 SC-04-TYPES-PROPERTIES-GENERICS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-108	Go spec	Type_inference	may	An argument to a generic function call may be a generic function itself.	NOT-LATITUDE	SPEC-079	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.5 SC-04-TYPES-PROPERTIES-GENERICS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-109	Go spec	Type_inference	may	The types of function arguments may contain type parameters from other functions (such as a generic function enclosing a function call).	NOT-LATITUDE	SPEC-079	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.5 SC-04-TYPES-PROPERTIES-GENERICS	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-110	Go spec	Type_inference	may	Those type parameters may also appear in type equations but they are not bound in that context.	NOT-LATITUDE	SPEC-079	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.5 SC-04-TYPES-PROPERTIES-GENERICS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-111	Go spec	Type_inference	may	A type argument Ak may be a composite type, containing other bound type parameters Pk as element types (or even be just another bound type parameter).	NOT-LATITUDE	SPEC-079	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.5 SC-04-TYPES-PROPERTIES-GENERICS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-112	Go spec	Type_unification	may	Type unification recursively compares the LHS and RHS types of an equation, where either or both types may be or contain bound type parameters, and looks for type arguments for those type parameters such that the LHS and RHS match (become identical or assignment-compatible, depending on context).	NOT-LATITUDE	SPEC-080	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.5 SC-04-TYPES-PROPERTIES-GENERICS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-113	Go spec	Type_unification	may	For an equation of the form X ≡A Y, where X and Y are types involved in an assignment (including parameter passing and return statements), the top-level type structures may unify loosely but element types must unify exactly, matching the rules for assignments.	NOT-LATITUDE	SPEC-080	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.5 SC-04-TYPES-PROPERTIES-GENERICS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-114	Go spec	Type_unification	may	When solving type equations from type constraints, solving one equation may infer additional type arguments, which in turn may enable solving other equations that depend on those type arguments.	NOT-LATITUDE	SPEC-080	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.5 SC-04-TYPES-PROPERTIES-GENERICS	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-115	Go spec	Integer_operators	may	If the dividend is non-negative and the divisor is a constant power of 2, the division may be replaced by a right shift, and computing the remainder may be replaced by a bitwise AND operation:	NOT-LATITUDE	SPEC-084	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-116	Go spec	Integer_overflow	may	"Loosely speaking, these unsigned integer operations discard high bits upon overflow, and programs may rely on ""wrap around""."	NOT-LATITUDE	SPEC-085	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS	This states deterministic language behavior that programs may rely on; it does not grant an implementation choice.					DISPOSITIONED		
LAT-117	Go spec	Integer_overflow	may	For signed integers, the operations +, -, *, /, and << may legally overflow and the resulting value exists and is deterministically defined by the signed integer representation, the operation, and its operands.	NOT-LATITUDE	SPEC-085	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS	This states deterministic language behavior that programs may rely on; it does not grant an implementation choice.					DISPOSITIONED		
LAT-118	Go spec	Integer_overflow	may	A compiler may not optimize code under the assumption that overflow does not occur.	NOT-LATITUDE	SPEC-085	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS	This is a deterministic prohibition on assuming overflow cannot occur. It grants no choice: SC-05 must preserve the specified integer wrap behavior.					DISPOSITIONED		
LAT-119	Go spec	Integer_overflow	may	For instance, it may not assume that x < x + 1 is always true.	NOT-LATITUDE	SPEC-085	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS	This is a source-validity prohibition or placement restriction, not implementation latitude.					DISPOSITIONED		
LAT-120	Go spec	Floating_point_operators	not specified, implementation-specific	The result of a floating-point or complex division by zero is not specified beyond the IEEE 754 standard; whether a run-time panic occurs is implementation-specific.	STEP-NONDET	SPEC-086	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS; §25.21 SC-20-EVAL-ORDER-LATITUDE	Step admits every result or structured runtime panic permitted by the IEEE-754-bounded division rule; the choice appears through ordinary value or panic behavior.					DISPOSITIONED		
LAT-121	Go spec	Floating_point_operators	may	An implementation may combine multiple floating-point operations into a single fused operation, possibly across statements, and produce a result that differs from the value obtained by executing and rounding the instructions individually.	STEP-NONDET	SPEC-086	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS; §25.21 SC-20-EVAL-ORDER-LATITUDE	Step admits both separately rounded and specification-permitted fused evaluation; pinned go1.23.2 linux/amd64 non-fusion is adequacy evidence, not spec truth.					DISPOSITIONED		
LAT-122	Go spec	Comparison_operators	may	Pointers to distinct zero-size variables may or may not be equal.	STEP-NONDET	SPEC-088	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS; §25.21 SC-20-EVAL-ORDER-LATITUDE	Pointer comparison Step admits either equality result for distinct zero-size variables while preserving deterministic equality for the same pointer.					DISPOSITIONED		
LAT-123	Go spec	Comparison_operators	may	However, as a special case, a slice, map, or function value may be compared to the predeclared identifier nil.	NOT-LATITUDE	SPEC-088	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-124	Go spec	Address_operators	may	As an exception to the addressability requirement, x may also be a (possibly parenthesized) composite literal.	NOT-LATITUDE	SPEC-090	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-125	Go spec	Conversions	may	A conversion may appear literally in the source, or it may be implied by the context in which an expression appears.	NOT-LATITUDE	SPEC-092	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-126	Go spec	Conversions	may	These conversions may change the representation of x and incur a run-time cost.	NOT-LATITUDE	SPEC-092	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-127	Go spec	Conversions_between_numeric_types	may	For instance, the value of a variable x of type float32 may be stored using additional precision beyond that of an IEEE 754 32-bit number, but float32(x) represents the result of rounding x's value to 32-bit precision.	STEP-NONDET	SPEC-093	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS; §25.21 SC-20-EVAL-ORDER-LATITUDE	Floating evaluation admits each spec-permitted retained intermediate precision; explicit conversion and required rounding points remain deterministic.					DISPOSITIONED		
LAT-128	Go spec	Conversions_between_numeric_types	may	Similarly, x + 0.1 may use more than 32 bits of precision, but float32(x + 0.1) does not.	STEP-NONDET	SPEC-093	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS; §25.21 SC-20-EVAL-ORDER-LATITUDE	Floating evaluation admits each spec-permitted retained intermediate precision; explicit conversion and required rounding points remain deterministic.					DISPOSITIONED		
LAT-129	Go spec	Conversions_to_and_from_a_string_type	may	Finally, for historical reasons, an integer value may be converted to a string type.	NOT-LATITUDE	SPEC-094	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-130	Go spec	Conversions_to_and_from_a_string_type	may	"Values outside the range of valid Unicode code points are converted to ""\uFFFD"". string('a') // ""a"" string(65) // ""A"" string('\xf8') // ""\u00f8"" == ""ø"" == ""\xc3\xb8"" string(-1) // ""\ufffd"" == ""\xef\xbf\xbd"" type myString string myString('\u65e5') // ""\u65e5"" == ""日"" == ""\xe6\x97\xa5"" Note: This form of conversion may eventually be removed from the language."	NOT-LATITUDE	SPEC-094	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.9 SC-08-STORE-PLACES-CONVERSIONS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-131	Go spec	Constant_expressions	may	Constant expressions may contain only constant operands and are evaluated at compile time.	NOT-LATITUDE	SPEC-096	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-132	Go spec	Constant_expressions	may	Untyped boolean, numeric, and string constants may be used as operands wherever it is legal to use an operand of boolean, numeric, or string type, respectively.	NOT-LATITUDE	SPEC-096	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-133	Go spec	Constant_expressions	may	Constant expressions are always evaluated exactly; intermediate values and the constants themselves may require precision significantly larger than supported by any predeclared type in the language.	NOT-LATITUDE	SPEC-096	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-134	Go spec	Constant_expressions	may, implementation restriction	Implementation restriction: A compiler may use rounding while computing untyped floating-point or complex constant expressions; see the implementation restriction in the section on constants.	NOT-LATITUDE	SPEC-096	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS	This sentence grants constant-value rounding latitude, not a separate acceptance rule. Its value meaning is owned exclusively by LAT-X004, SPEC-096, intrinsic ExprFact, and SC-05.					DISPOSITIONED		
LAT-135	Go spec	Constant_expressions	may	This rounding may cause a floating-point constant expression to be invalid in an integer context, even if it would be integral when calculated using infinite precision, and vice versa.	NOT-LATITUDE	SPEC-096	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-136	Go spec	Order_of_evaluation	not specified	However, the order of those events compared to the evaluation and indexing of x and the evaluation of y and z is not specified, except as required lexically.	STEP-NONDET	SPEC-097	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.21 SC-20-EVAL-ORDER-LATITUDE	Step branches over every spec-permitted unspecified evaluation order; the chosen order is visible only through the ordinary calls, receives, reads, and writes it performs.					DISPOSITIONED		
LAT-137	Go spec	Order_of_evaluation	may, not specified	a := 1 f := func() int { a++; return a } x := []int{a, f()} // x may be [1, 2] or [2, 2]: evaluation order between a and f() is not specified m := map[int]int{a: 1, a: 2} // m may be {2: 1} or {2: 2}: evaluation order between the two map assignments is not specified n := map[int]int{a: f()} // n may be {2: 3} or {3: 3}: evaluation order between the key and the value is not specified	STEP-NONDET	SPEC-097	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.21 SC-20-EVAL-ORDER-LATITUDE	Step branches over every spec-permitted unspecified evaluation order; the chosen order is visible only through the ordinary calls, receives, reads, and writes it performs.					DISPOSITIONED		
LAT-138	Go spec	Labeled_statements	may	A labeled statement may be the target of a goto, break or continue statement.	NOT-LATITUDE	SPEC-101	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-139	Go spec	Expression_statements	may	Such statements may be parenthesized.	NOT-LATITUDE	SPEC-102	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-140	Go spec	Assignment_statements	may	An assignment statement may assign a single value to a single variable, or multiple values to a matching number of variables.	NOT-LATITUDE	SPEC-105	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-141	Go spec	Assignment_statements	may	Operands may be parenthesized.	NOT-LATITUDE	SPEC-105	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-142	Go spec	Assignment_statements	may	Any typed value may be assigned to the blank identifier.	NOT-LATITUDE	SPEC-105	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-143	Go spec	If_statements	may	The expression may be preceded by a simple statement, which executes before the expression is evaluated.	NOT-LATITUDE	SPEC-106	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-144	Go spec	Expression_switches	may	"There can be at most one default case and it may appear anywhere in the ""switch"" statement."	NOT-LATITUDE	SPEC-108	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-145	Go spec	Expression_switches	may	"In a case or default clause, the last non-empty statement may be a (possibly labeled) ""fallthrough"" statement to indicate that control should flow from the end of this clause to the first statement of the next clause."	NOT-LATITUDE	SPEC-108	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
