# Observable-latitude rows: each specification sentence permitting more than one conforming behaviour, and
# the disposition that settles it. Derived reference, not authority. owner_row is the closure row that owns
# the construct; contract names an ARCHITECTURE.md section 9 proof contract; milestone names the milestone
# whose scope owns the row, or OUT when the owning closure row is a priced exclusion. An acceptance GATE is
# a separate earlier fact and lives in acceptance.tsv, so a row can be gated before its milestone. Human
# decisions live in DECISIONS.md. Neither is restated here.
latitude_id	source	anchor	matched_terms	sentence	disposition	owner_row	contract	justification	milestone
LAT-101	Go spec	Calls	at least	The call of f must contain no parameters other than the call of g, and g must have at least one return value.	NOT-LATITUDE	SPEC-076	SC-05; SC-07	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.	C9
LAT-102	Go spec	Passing_arguments_to_..._parameters	may	The length and capacity of the slice is therefore the number of arguments bound to p and may differ for each call site.	NOT-LATITUDE	SPEC-077	SC-05; SC-07	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C9
LAT-103	Go spec	Instantiations	may	When using a generic function, type arguments may be provided explicitly, or they may be partially or completely inferred from the context in which the function is used.	NOT-LATITUDE	SPEC-078	SC-05; SC-04	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C13
LAT-104	Go spec	Instantiations	may	Provided that they can be inferred, type argument lists may be omitted entirely if the function is:	NOT-LATITUDE	SPEC-078	SC-05; SC-04	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	C13
LAT-105	Go spec	Instantiations	at least	A partial type argument list cannot be empty; at least the first argument must be present.	NOT-LATITUDE	SPEC-078	SC-05; SC-04	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.	C13
LAT-106	Go spec	Instantiations	may	Loosely speaking, type arguments may be omitted from "right to left".	NOT-LATITUDE	SPEC-078	SC-05; SC-04	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	C13
LAT-107	Go spec	Type_inference	may	A use of a generic function may omit some or all type arguments if they can be inferred from the context within which the function is used, including the constraints of the function's type parameters.	NOT-LATITUDE	SPEC-079	SC-05; SC-04	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C13
LAT-108	Go spec	Type_inference	may	An argument to a generic function call may be a generic function itself.	NOT-LATITUDE	SPEC-079	SC-05; SC-04	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C13
LAT-109	Go spec	Type_inference	may	The types of function arguments may contain type parameters from other functions (such as a generic function enclosing a function call).	NOT-LATITUDE	SPEC-079	SC-05; SC-04	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	C13
LAT-110	Go spec	Type_inference	may	Those type parameters may also appear in type equations but they are not bound in that context.	NOT-LATITUDE	SPEC-079	SC-05; SC-04	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C13
LAT-111	Go spec	Type_inference	may	A type argument Ak may be a composite type, containing other bound type parameters Pk as element types (or even be just another bound type parameter).	NOT-LATITUDE	SPEC-079	SC-05; SC-04	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C13
LAT-112	Go spec	Type_unification	may	Type unification recursively compares the LHS and RHS types of an equation, where either or both types may be or contain bound type parameters, and looks for type arguments for those type parameters such that the LHS and RHS match (become identical or assignment-compatible, depending on context).	NOT-LATITUDE	SPEC-080	SC-05; SC-04	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C13
LAT-113	Go spec	Type_unification	may	For an equation of the form X ≡A Y, where X and Y are types involved in an assignment (including parameter passing and return statements), the top-level type structures may unify loosely but element types must unify exactly, matching the rules for assignments.	NOT-LATITUDE	SPEC-080	SC-05; SC-04	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C13
LAT-114	Go spec	Type_unification	may	When solving type equations from type constraints, solving one equation may infer additional type arguments, which in turn may enable solving other equations that depend on those type arguments.	NOT-LATITUDE	SPEC-080	SC-05; SC-04	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	C13
LAT-115	Go spec	Integer_operators	may	If the dividend is non-negative and the divisor is a constant power of 2, the division may be replaced by a right shift, and computing the remainder may be replaced by a bitwise AND operation:	NOT-LATITUDE	SPEC-084	SC-05; SC-02	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C7
LAT-116	Go spec	Integer_overflow	may	Loosely speaking, these unsigned integer operations discard high bits upon overflow, and programs may rely on "wrap around".	NOT-LATITUDE	SPEC-085	SC-05; SC-02	This states deterministic language behavior that programs may rely on; it does not grant an implementation choice.	C7
LAT-117	Go spec	Integer_overflow	may	For signed integers, the operations +, -, *, /, and << may legally overflow and the resulting value exists and is deterministically defined by the signed integer representation, the operation, and its operands.	NOT-LATITUDE	SPEC-085	SC-05; SC-02	This states deterministic language behavior that programs may rely on; it does not grant an implementation choice.	C7
LAT-118	Go spec	Integer_overflow	may	A compiler may not optimize code under the assumption that overflow does not occur.	NOT-LATITUDE	SPEC-085	SC-05; SC-02	This is a deterministic prohibition on assuming overflow cannot occur. It grants no choice: SC-05 must preserve the specified integer wrap behavior.	C7
LAT-119	Go spec	Integer_overflow	may	For instance, it may not assume that x < x + 1 is always true.	NOT-LATITUDE	SPEC-085	SC-05; SC-02	This is a source-validity prohibition or placement restriction, not implementation latitude.	C7
LAT-120	Go spec	Floating_point_operators	not specified, implementation-specific	The result of a floating-point or complex division by zero is not specified beyond the IEEE 754 standard; whether a run-time panic occurs is implementation-specific.	STEP-NONDET	SPEC-086	SC-05; SC-02; SC-20	Step admits every result or structured runtime panic permitted by the IEEE-754-bounded division rule; the choice appears through ordinary value or panic behavior.	C7
LAT-121	Go spec	Floating_point_operators	may	An implementation may combine multiple floating-point operations into a single fused operation, possibly across statements, and produce a result that differs from the value obtained by executing and rounding the instructions individually.	STEP-NONDET	SPEC-086	SC-05; SC-02; SC-20	Step admits both separately rounded and specification-permitted fused evaluation; pinned go1.23.2 linux/amd64 non-fusion is adequacy evidence, not spec truth.	C7
LAT-122	Go spec	Comparison_operators	may	Pointers to distinct zero-size variables may or may not be equal.	STEP-NONDET	SPEC-088	SC-05; SC-02; SC-20	Pointer comparison Step admits either equality result for distinct zero-size variables while preserving deterministic equality for the same pointer.	C7
LAT-123	Go spec	Comparison_operators	may	However, as a special case, a slice, map, or function value may be compared to the predeclared identifier nil.	NOT-LATITUDE	SPEC-088	SC-05; SC-02	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C7
LAT-124	Go spec	Address_operators	may	As an exception to the addressability requirement, x may also be a (possibly parenthesized) composite literal.	NOT-LATITUDE	SPEC-090	SC-05; SC-08	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C10
LAT-125	Go spec	Conversions	may	A conversion may appear literally in the source, or it may be implied by the context in which an expression appears.	NOT-LATITUDE	SPEC-092	SC-05; SC-08	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	C7
LAT-126	Go spec	Conversions	may	These conversions may change the representation of x and incur a run-time cost.	NOT-LATITUDE	SPEC-092	SC-05; SC-08	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C7
LAT-127	Go spec	Conversions_between_numeric_types	may	For instance, the value of a variable x of type float32 may be stored using additional precision beyond that of an IEEE 754 32-bit number, but float32(x) represents the result of rounding x's value to 32-bit precision.	STEP-NONDET	SPEC-093	SC-05; SC-08; SC-20	Floating evaluation admits each spec-permitted retained intermediate precision; explicit conversion and required rounding points remain deterministic.	C7
LAT-128	Go spec	Conversions_between_numeric_types	may	Similarly, x + 0.1 may use more than 32 bits of precision, but float32(x + 0.1) does not.	STEP-NONDET	SPEC-093	SC-05; SC-08; SC-20	Floating evaluation admits each spec-permitted retained intermediate precision; explicit conversion and required rounding points remain deterministic.	C7
LAT-129	Go spec	Conversions_to_and_from_a_string_type	may	Finally, for historical reasons, an integer value may be converted to a string type.	NOT-LATITUDE	SPEC-094	SC-05; SC-08	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	C10
LAT-130	Go spec	Conversions_to_and_from_a_string_type	may	Values outside the range of valid Unicode code points are converted to "\uFFFD". string('a') // "a" string(65) // "A" string('\xf8') // "\u00f8" == "ø" == "\xc3\xb8" string(-1) // "\ufffd" == "\xef\xbf\xbd" type myString string myString('\u65e5') // "\u65e5" == "日" == "\xe6\x97\xa5" Note: This form of conversion may eventually be removed from the language.	NOT-LATITUDE	SPEC-094	SC-05; SC-08	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C10
LAT-131	Go spec	Constant_expressions	may	Constant expressions may contain only constant operands and are evaluated at compile time.	NOT-LATITUDE	SPEC-096	SC-05; SC-02	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	C7
LAT-132	Go spec	Constant_expressions	may	Untyped boolean, numeric, and string constants may be used as operands wherever it is legal to use an operand of boolean, numeric, or string type, respectively.	NOT-LATITUDE	SPEC-096	SC-05; SC-02	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C7
LAT-133	Go spec	Constant_expressions	may	Constant expressions are always evaluated exactly; intermediate values and the constants themselves may require precision significantly larger than supported by any predeclared type in the language.	NOT-LATITUDE	SPEC-096	SC-05; SC-02	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C7
LAT-134	Go spec	Constant_expressions	may, implementation restriction	Implementation restriction: A compiler may use rounding while computing untyped floating-point or complex constant expressions; see the implementation restriction in the section on constants.	NOT-LATITUDE	SPEC-096	SC-05; SC-02	This sentence grants constant-value rounding latitude, not a separate acceptance rule. Its value meaning is owned exclusively by LAT-X004, SPEC-096, intrinsic Compilable.ExpressionFact, and SC-05.	C7
LAT-135	Go spec	Constant_expressions	may	This rounding may cause a floating-point constant expression to be invalid in an integer context, even if it would be integral when calculated using infinite precision, and vice versa.	NOT-LATITUDE	SPEC-096	SC-05; SC-02	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C7
LAT-136	Go spec	Order_of_evaluation	not specified	However, the order of those events compared to the evaluation and indexing of x and the evaluation of y and z is not specified, except as required lexically.	STEP-NONDET	SPEC-097	SC-05; SC-20	Step branches over every spec-permitted unspecified evaluation order; the chosen order is visible only through the ordinary calls, receives, reads, and writes it performs.	C7
LAT-137	Go spec	Order_of_evaluation	may, not specified	a := 1 f := func() int { a++; return a } x := []int{a, f()} // x may be [1, 2] or [2, 2]: evaluation order between a and f() is not specified m := map[int]int{a: 1, a: 2} // m may be {2: 1} or {2: 2}: evaluation order between the two map assignments is not specified n := map[int]int{a: f()} // n may be {2: 3} or {3: 3}: evaluation order between the key and the value is not specified	STEP-NONDET	SPEC-097	SC-05; SC-20	Step branches over every spec-permitted unspecified evaluation order; the chosen order is visible only through the ordinary calls, receives, reads, and writes it performs.	C7
LAT-138	Go spec	Labeled_statements	may	A labeled statement may be the target of a goto, break or continue statement.	NOT-LATITUDE	SPEC-101	SC-06	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C8
LAT-139	Go spec	Expression_statements	may	Such statements may be parenthesized.	NOT-LATITUDE	SPEC-102	SC-06	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C8
LAT-140	Go spec	Assignment_statements	may	An assignment statement may assign a single value to a single variable, or multiple values to a matching number of variables.	NOT-LATITUDE	SPEC-105	SC-06	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C8
LAT-141	Go spec	Assignment_statements	may	Operands may be parenthesized.	NOT-LATITUDE	SPEC-105	SC-06	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C8
LAT-142	Go spec	Assignment_statements	may	Any typed value may be assigned to the blank identifier.	NOT-LATITUDE	SPEC-105	SC-06	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	C8
LAT-143	Go spec	If_statements	may	The expression may be preceded by a simple statement, which executes before the expression is evaluated.	NOT-LATITUDE	SPEC-106	SC-06	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C8
LAT-144	Go spec	Expression_switches	may	There can be at most one default case and it may appear anywhere in the "switch" statement.	NOT-LATITUDE	SPEC-108	SC-06	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	C8
LAT-145	Go spec	Expression_switches	may	In a case or default clause, the last non-empty statement may be a (possibly labeled) "fallthrough" statement to indicate that control should flow from the end of this clause to the first statement of the next clause.	NOT-LATITUDE	SPEC-108	SC-06	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C8
LAT-146	Go spec	Expression_switches	may	A "fallthrough" statement may appear as the last statement of all but the last clause of an expression switch.	NOT-LATITUDE	SPEC-108	SC-06	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	C8
LAT-147	Go spec	Expression_switches	may	The switch expression may be preceded by a simple statement, which executes before the expression is evaluated.	NOT-LATITUDE	SPEC-108	SC-06	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C8
LAT-148	Go spec	Expression_switches	may, implementation restriction	Implementation restriction: A compiler may disallow multiple case expressions evaluating to the same constant.	ACCEPTANCE-ALIGNMENT	SPEC-108	SC-22; SC-06	The pinned compiler rejects duplicate constant case expressions in one expression switch; Fido must reject the duplicate during elaboration rather than rely on runtime case order.	C8
LAT-149	Go spec	Type_switches	may	The TypeSwitchGuard may include a short variable declaration.	NOT-LATITUDE	SPEC-109	SC-06	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	C12
LAT-150	Go spec	Type_switches	may	Instead of a type, a case may use the predeclared identifier nil; that case is selected when the expression in the TypeSwitchGuard is a nil interface value.	NOT-LATITUDE	SPEC-109	SC-06	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	C12
LAT-151	Go spec	Type_switches	may	There may be at most one nil case.	NOT-LATITUDE	SPEC-109	SC-06	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C12
LAT-152	Go spec	Type_switches	may	A type parameter or a generic type may be used as a type in a case.	NOT-LATITUDE	SPEC-109	SC-06	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C12
LAT-153	Go spec	Type_switches	may	The type switch guard may be preceded by a simple statement, which executes before the guard is evaluated.	NOT-LATITUDE	SPEC-109	SC-06	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C12
LAT-154	Go spec	For_statements	may	There are three forms: The iteration may be controlled by a single condition, a "for" clause, or a "range" clause.	NOT-LATITUDE	SPEC-110	SC-06	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C8
LAT-155	Go spec	For_clause	may	A "for" statement with a ForClause is also controlled by its condition, but additionally it may specify an init and a post statement, such as an assignment, an increment or decrement statement.	NOT-LATITUDE	SPEC-112	SC-06	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	C8
LAT-156	Go spec	For_clause	may	The init statement may be a short variable declaration, but the post statement must not.	NOT-LATITUDE	SPEC-112	SC-06	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C8
LAT-157	Go spec	For_clause	may	Any element of the ForClause may be empty but the semicolons are required unless there is only a condition.	NOT-LATITUDE	SPEC-112	SC-06	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C8
LAT-158	Go spec	For_range	may	If the range expression is a channel or integer, at most one iteration variable is permitted; otherwise there may be up to two.	NOT-LATITUDE	SPEC-113	SC-06; SC-11; SC-10	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C11
LAT-159	Go spec	For_range	not specified	The iteration order over maps is not specified and is not guaranteed to be the same from one iteration to the next.	STEP-NONDET	SPEC-X006	SC-11; SC-17; SC-20	Range Step chooses any current map key allowed by the specification; the chosen key is retained in the ordinary range Action.	C11
LAT-160	Go spec	For_range	may	If a map entry is created during iteration, that entry may be produced during the iteration or may be skipped.	NOT-LATITUDE	SPEC-113	SC-06; SC-11; SC-10	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C11
LAT-161	Go spec	For_range	may	The choice may vary for each entry created and from one iteration to the next.	NOT-LATITUDE	SPEC-113	SC-06; SC-11; SC-10	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C11
LAT-162	Go spec	For_range	may	After each successive loop iteration, yield returns true and may be called again to continue the loop.	NOT-LATITUDE	SPEC-113	SC-06; SC-11; SC-10	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C11
LAT-163	Go spec	For_range	may	The iteration variables may be declared by the "range" clause using a form of short variable declaration (:=).	NOT-LATITUDE	SPEC-113	SC-06; SC-11; SC-10	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C11
LAT-164	Go spec	Select_statements	may	A case with a RecvStmt may assign the result of a RecvExpr to one or two variables, which may be declared using a short variable declaration.	NOT-LATITUDE	SPEC-115	SC-06; SC-10; SC-18	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C14
LAT-165	Go spec	Select_statements	may	There can be at most one default case and it may appear anywhere in the list of cases.	NOT-LATITUDE	SPEC-115	SC-06; SC-10; SC-18	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	C14
LAT-166	Go spec	Select_statements	at least	If there is no default case, the "select" statement blocks until at least one of the communications can proceed.	NOT-LATITUDE	SPEC-115	SC-06; SC-10; SC-18	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.	C14
LAT-167	Go spec	Return_statements	may	The return value or values may be explicitly listed in the "return" statement.	NOT-LATITUDE	SPEC-116	SC-06; SC-07	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C9
LAT-168	Go spec	Return_statements	may	The expression list in the "return" statement may be a single call to a multi-valued function.	NOT-LATITUDE	SPEC-116	SC-06; SC-07	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C9
LAT-169	Go spec	Return_statements	may	The expression list may be empty if the function's result type specifies names for its result parameters.	NOT-LATITUDE	SPEC-116	SC-06; SC-07	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C9
LAT-170	Go spec	Return_statements	may	The result parameters act as ordinary local variables and the function may assign values to them as necessary.	NOT-LATITUDE	SPEC-116	SC-06; SC-07	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C9
LAT-171	Go spec	Return_statements	may, implementation restriction	Implementation restriction: A compiler may disallow an empty expression list in a "return" statement if a different entity (constant, type, or variable) with the same name as a result parameter is in scope at the place of the return.	ACCEPTANCE-ALIGNMENT	SPEC-116	SC-22; SC-06; SC-07	The pinned compiler rejects a naked return when an inner declaration shadows a named result; Fido must reject that exact scope state rather than resolve the result after the fact.	C9
LAT-172	Go spec	Fallthrough_statements	may	It may be used only as the final non-empty statement in such a clause.	NOT-LATITUDE	SPEC-120	SC-06	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C8
LAT-173	Go spec	Defer_statements	may	For instance, if the deferred function is a function literal and the surrounding function has named result parameters that are in scope within the literal, the deferred function may access and modify the result parameters before they are returned.	NOT-LATITUDE	SPEC-121	SC-06; SC-09	This is explanatory or example wording; it grants no alternate semantics.	C9
LAT-174	Go spec	Min_and_max	at least	There must be at least one argument [Go 1.21].	NOT-LATITUDE	SPEC-130	SC-15	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.	C7
LAT-175	Go spec	Min_and_max	at least	var x, y int m := min(x) // m == x m := min(x, y) // m is the smaller of x and y m := max(x, y, 10) // m is the larger of x and y but at least 10 c := max(1, 2.0, 10) // c == 10.0 (floating-point kind) f := max(0, float32(x)) // type of f is float32 var s []string _ = min(s...) // invalid: slice arguments are not permitted t := max("", "foo", "bar") // t == "foo" (string kind)	NOT-LATITUDE	SPEC-130	SC-15	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.	C7
LAT-176	Go spec	Bootstrapping	implementation-specific	Function Behavior print prints all arguments; formatting of arguments is implementation-specific println like print but prints spaces between arguments and a newline at the end	ADEQUACY-DEMOTION	SPEC-X005	SC-17	The specification does not fix print/println formatting. Formal semantics owns operand evaluation; exact stderr bytes are claimed only for the pinned toolchain observation contract.	C7
LAT-177	Go spec	Bootstrapping	implementation restriction	Implementation restriction: print and println need not accept arbitrary argument types, but printing of boolean, numeric, and string types must be supported.	ACCEPTANCE-ALIGNMENT	SPEC-133	SC-22; SC-15	The pinned compiler rejects print/println of a direct struct operand while accepting the required boolean, numeric, and string classes; Fido must admit only the pinned accepted operand profile.	C7
LAT-178	Go spec	Packages	may	Those elements may be exported and used in another package.	NOT-LATITUDE	SPEC-134	SC-14	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C11
LAT-179	Go spec	Package_clause	may	An implementation may require that all source files for a package inhabit the same directory.	NOT-LATITUDE	SPEC-136	SC-14	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C11
LAT-180	Go spec	Import_declarations	may	The interpretation of the ImportPath is implementation-dependent but it is typically a substring of the full file name of the compiled package and may be relative to a repository of installed packages.	OUT-COVERED	BOUND-X009	SC-19	Import-path interpretation outside the retained closed package graph is wholly priced by BOUND-X009; no host repository lookup or path rewriting exists in the accepted language.	OUT
LAT-181	Go spec	Import_declarations	may, implementation restriction	Implementation restriction: A compiler may restrict ImportPaths to non-empty strings using only characters belonging to Unicode's L, M, N, P, and S general categories (the Graphic characters without spaces) and may also exclude the characters !"#$%&'()*,:;<=>?[\]^`{|} and the Unicode replacement character U+FFFD.	OUT-COVERED	BOUND-X009	SC-19	Import-path character restrictions belong wholly to the priced external import-path boundary BOUND-X009; inclusion requires that row's written source/parser/package-identity price.	OUT
LAT-182	Go spec	Package_initialization	unspecified	If other, hidden, data dependencies exists between variables, the initialization order between those variables is unspecified.	STEP-NONDET	SPEC-141	SC-14; SC-20	Initialization Step chooses any ready initializer consistent with the retained dependency partial order when hidden dependencies leave the relative order unspecified.	C11
LAT-183	Go spec	Package_initialization	not specified	the variable a will be initialized after b but whether x is initialized before b, between b and a, or after a, and thus also the moment at which sideEffect() is called (before or after x is initialized) is not specified.	STEP-NONDET	SPEC-141	SC-14; SC-20	Initialization Step chooses any ready initializer consistent with the retained dependency partial order when hidden dependencies leave the relative order unspecified.	C11
LAT-184	Go spec	Package_initialization	may	Variables may also be initialized using functions named init declared in the package block, with no arguments and no result parameters.	NOT-LATITUDE	SPEC-141	SC-14	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C11
LAT-185	Go spec	Package_initialization	may	Multiple such functions may be defined per package, even within a single source file.	NOT-LATITUDE	SPEC-141	SC-14	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C11
LAT-186	Go spec	Program_initialization	may	An init function may launch other goroutines, which can run concurrently with the initialization code.	STEP-NONDET	SPEC-142	SC-14; SC-20	The one global Step relation may select any enabled goroutine; fairness remains a predicate on runs and does not constrain ordinary scheduling.	C11
LAT-187	Go spec	Errors	might	For instance, a function to read data from a file might be defined:	NOT-LATITUDE	SPEC-144	SC-16	This is explanatory or example wording; it grants no alternate semantics.	C5
LAT-188	Go spec	Run_time_panics	implementation-defined	Execution errors such as attempting to index an array out of bounds trigger a run-time panic equivalent to a call of the built-in function panic with a value of the implementation-defined interface type runtime.Error.	ADEQUACY-DEMOTION	SPEC-145	SC-17	The exact runtime.Error dynamic type and concrete error value are not portable spec claims; Fido uses structured RuntimeError and records only pinned-toolchain mapping as adequacy evidence.	C9
LAT-189	Go spec	Run_time_panics	unspecified	The exact error values that represent distinct run-time error conditions are unspecified.	ADEQUACY-DEMOTION	SPEC-145	SC-17; SC-20	The exact runtime.Error dynamic type and concrete error value are not portable spec claims; Fido uses structured RuntimeError and records only pinned-toolchain mapping as adequacy evidence.	C9
LAT-190	Go spec	Package_unsafe	may	A package using unsafe must be vetted manually for type safety and may not be portable.	OUT-COVERED	SPEC-147	Constructor absence and SC-19	This latitude lies wholly inside existing OUT row SPEC-147; inclusion requires paying that row's written price before implementation.	OUT
LAT-191	Go spec	Package_unsafe	may	A Pointer is a pointer type but a Pointer value may not be dereferenced.	OUT-COVERED	SPEC-147	Constructor absence and SC-19	This latitude lies wholly inside existing OUT row SPEC-147; inclusion requires paying that row's written price before implementation.	OUT
LAT-192	Go spec	Package_unsafe	implementation-defined	The effect of converting between Pointer and uintptr is implementation-defined.	OUT-COVERED	SPEC-147	Constructor absence and SC-19	This latitude lies wholly inside existing OUT row SPEC-147; inclusion requires paying that row's written price before implementation.	OUT
LAT-193	Go spec	Package_unsafe	may	Computer architectures may require memory addresses to be aligned; that is, for addresses of a variable to be a multiple of a factor, the variable's type's alignment.	OUT-COVERED	SPEC-147	Constructor absence and SC-19	This latitude lies wholly inside existing OUT row SPEC-147; inclusion requires paying that row's written price before implementation.	OUT
LAT-194	Go spec	Package_unsafe	unspecified	Otherwise it is a non-nil pointer to an unspecified memory address [Go 1.20].	OUT-COVERED	SPEC-147	Constructor absence and SC-19	This latitude lies wholly inside existing OUT row SPEC-147; inclusion requires paying that row's written price before implementation.	OUT
LAT-195	Go spec	Package_unsafe	may, unspecified	For an empty string the return value is unspecified, and may be nil.	OUT-COVERED	SPEC-147	Constructor absence and SC-19	This latitude lies wholly inside existing OUT row SPEC-147; inclusion requires paying that row's written price before implementation.	OUT
LAT-196	Go spec	Size_and_alignment_guarantees	at least	For a variable x of any type: unsafe.Alignof(x) is at least 1.	OUT-COVERED	SPEC-148	Constructor absence and SC-19	This latitude lies wholly inside existing OUT row SPEC-148; inclusion requires paying that row's written price before implementation.	OUT
LAT-197	Go spec	Size_and_alignment_guarantees	at least	For a variable x of struct type: unsafe.Alignof(x) is the largest of all the values unsafe.Alignof(x.f) for each field f of x, but at least 1.	OUT-COVERED	SPEC-148	Constructor absence and SC-19	This latitude lies wholly inside existing OUT row SPEC-148; inclusion requires paying that row's written price before implementation.	OUT
